customer_id,loan_amount_ngn,tenure_months,interest_rate,age,gender,employment_status,monthly_income_ngn,residence_type,bureau_score,existing_loans_count,debt_to_income_ratio,mobile_phone_usage_days,savings_balance_ngn,loan_purpose,region,application_channel,default_target
CUST009327,13947,6,0.253,66,F,Employed,148647,Owned,120,0,0.004,1608,13401,Medical,North-Central,Online,0
CUST009328,131852,6,0.275,67,F,Self-employed,55037,Rented,211,0,0.11,343,71319,Emergency,South-West,Branch,0
CUST009329,47587,12,0.323,45,F,Self-employed,108919,Rented,176,0,0.012,441,950,Emergency,South-West,Online,0
CUST009330,75215,12,0.31,34,M,Employed,214072,Family,13,1,0.009,532,2684,Business,North-Central,Online,0
CUST009331,197369,12,0.2,63,F,Self-employed,21922,Owned,443,0,0.15,95,15263,Education,South-South,Online,0
CUST009332,25042,6,0.222,28,F,Self-employed,57408,Rented,378,1,0.016,1440,20962,Emergency,North-East,Online,0
CUST009333,18226,12,0.185,40,M,Employed,41432,Family,97,0,0.007,1779,1876,Emergency,South-West,Online,0
CUST009334,103367,3,0.181,43,M,Employed,240119,Owned,748,1,0.026,307,8922,Emergency,South-East,Branch,0
CUST009335,66930,6,0.218,63,M,Self-employed,15115,Rented,136,0,0.161,1398,40473,Business,South-South,Online,0
CUST009336,29004,12,0.316,22,M,Employed,29190,Owned,439,0,0.026,446,1426,Business,South-South,Online,0
CUST009337,192865,12,0.334,43,F,Self-employed,241395,Family,356,1,0.022,1553,12139,Medical,North-East,Online,0
CUST009338,28150,6,0.247,23,F,Employed,71392,Rented,505,0,0.016,782,45203,Business,South-South,Online,0
CUST009339,37772,12,0.276,68,F,Employed,97395,Owned,151,0,0.009,1173,87925,Emergency,South-South,Agent,0
CUST009340,37252,24,0.3,60,F,Self-employed,46941,Family,172,3,0.01,761,3518,Business,South-West,Online,0
CUST009341,11831,12,0.342,51,F,Self-employed,91814,Owned,560,0,0.004,1630,7215,Emergency,North-West,Agent,0
CUST009342,39858,12,0.335,59,F,Unemployed,54510,Rented,163,1,0.02,787,11135,Business,South-West,Agent,0
CUST009343,194096,24,0.19,30,F,Self-employed,18131,Rented,167,1,0.085,1135,125099,Emergency,North-East,Online,0
CUST009344,61942,12,0.222,42,M,Employed,293327,Rented,93,0,0.004,972,16362,Business,South-West,Online,0
CUST009345,37694,12,0.188,19,F,Employed,63001,Family,286,0,0.009,1083,7932,Emergency,North-West,Agent,0
CUST009346,29907,3,0.285,31,M,Employed,77739,Rented,310,0,0.037,158,20538,Medical,South-West,Agent,0
CUST009347,54016,6,0.301,34,F,Self-employed,44252,Rented,408,3,0.061,1246,9569,Consumer,South-West,Online,0
CUST009348,89296,12,0.232,58,M,Employed,322806,Rented,739,0,0.005,751,2245,Business,North-West,Online,0
CUST009349,75439,12,0.325,57,F,Self-employed,111984,Owned,506,1,0.018,1702,17790,Business,North-West,Agent,0
CUST009350,24385,6,0.257,57,F,Employed,45840,Owned,182,1,0.023,1484,65499,Business,South-South,Agent,0
CUST009351,53623,24,0.35,56,M,Employed,79869,Rented,105,2,0.01,904,13089,Emergency,North-West,Online,1
CUST009352,64597,6,0.18,42,M,Employed,22229,Rented,133,0,0.087,152,4244,Business,South-West,Agent,0
CUST009353,10843,12,0.199,44,F,Self-employed,54696,Owned,348,0,0.003,773,12248,Education,North-East,Online,0
CUST009354,44439,6,0.231,65,F,Self-employed,35156,Family,207,1,0.049,1584,1808,Business,South-West,Agent,0
CUST009355,2714,6,0.184,68,M,Employed,12798,Family,271,0,0.007,863,68620,Emergency,North-West,Branch,0
CUST009356,64798,12,0.313,41,M,Employed,68969,Family,276,0,0.025,101,12657,Business,North-Central,Branch,0
CUST009357,80210,6,0.189,66,M,Employed,39620,Rented,284,1,0.064,1402,11534,Business,South-West,Online,0
CUST009358,89059,3,0.307,50,M,Self-employed,305727,Owned,446,1,0.03,471,8280,Business,South-West,Online,0
CUST009359,22605,12,0.189,44,F,Employed,11773,Rented,402,0,0.03,680,62338,Emergency,North-West,Online,0
CUST009360,52620,12,0.223,62,F,Self-employed,37401,Rented,218,0,0.026,451,1805,Medical,South-East,Online,0
CUST009361,200535,12,0.323,48,M,Employed,80869,Family,238,0,0.067,1407,8192,Business,South-West,Online,0
CUST009362,198099,24,0.342,65,F,Employed,161886,Rented,330,0,0.017,1576,1121,Business,North-East,Online,0
CUST009363,35066,3,0.25,55,M,Self-employed,36661,Rented,314,2,0.08,972,37159,Emergency,North-Central,Branch,0
CUST009364,42923,12,0.345,32,M,Employed,748486,Rented,663,0,0.002,251,10903,Medical,South-South,Branch,0
CUST009365,137735,12,0.287,61,M,Employed,39271,Family,155,0,0.084,933,3786,Business,South-West,Agent,0
CUST009366,5997,24,0.251,57,M,Employed,19751,Owned,485,1,0.003,1197,5591,Business,South-South,Agent,0
CUST009367,24644,24,0.316,18,M,Employed,52356,Rented,156,0,0.006,1147,9096,Medical,North-West,Online,0
CUST009368,180355,12,0.23,28,M,Unemployed,441385,Rented,640,1,0.008,1273,17143,Emergency,South-South,Online,0
CUST009369,117036,12,0.225,32,F,Employed,186311,Rented,460,0,0.012,314,2564,Emergency,South-West,Online,0
CUST009370,56563,3,0.292,50,M,Employed,401254,Rented,445,1,0.014,86,3039,Business,South-South,Online,0
CUST009371,5961,6,0.246,65,M,Employed,285586,Rented,451,1,0.001,738,34382,Emergency,South-West,Branch,0
CUST009372,34204,12,0.203,49,F,Employed,468330,Owned,233,4,0.001,719,1230,Emergency,North-Central,Online,0
CUST009373,17891,12,0.191,42,F,Employed,61213,Rented,370,1,0.005,1798,36226,Emergency,South-South,Online,0
CUST009374,54027,12,0.314,56,F,Employed,472789,Owned,334,5,0.003,875,16161,Medical,South-West,Online,0
CUST009375,13749,12,0.295,50,M,Employed,96706,Rented,389,2,0.003,291,6160,Emergency,South-West,Online,0
CUST009376,10605,6,0.25,46,M,Employed,125849,Rented,141,4,0.004,1581,9819,Medical,North-West,Branch,1
CUST009377,3047,12,0.332,51,M,Employed,293677,Rented,376,2,0,39,87215,Business,North-West,Branch,0
CUST009378,157340,3,0.25,25,F,Self-employed,793205,Rented,499,3,0.017,937,3132,Business,South-West,Online,0
CUST009379,22477,3,0.301,28,F,Self-employed,388643,Rented,581,1,0.006,1072,2097,Business,South-West,Branch,0
CUST009380,43851,3,0.335,30,M,Employed,14660,Family,61,0,0.334,1267,9324,Medical,South-South,Branch,0
CUST009381,36218,12,0.323,22,F,Employed,62659,Owned,221,3,0.016,851,24100,Education,North-East,Branch,0
CUST009382,10087,3,0.267,67,M,Self-employed,61040,Owned,238,1,0.015,670,539,Emergency,South-South,Branch,0
CUST009383,8015,12,0.296,36,F,Employed,19564,Rented,158,0,0.01,766,18975,Emergency,North-West,Online,0
CUST009384,10868,6,0.25,38,M,Employed,17000,Owned,491,1,0.027,1006,8296,Medical,North-West,Online,0
CUST009385,15247,6,0.29,20,M,Employed,33665,Family,408,0,0.022,205,2173,Education,South-East,Agent,0
CUST009386,56383,24,0.224,43,F,Employed,133634,Family,75,0,0.004,577,10087,Education,South-South,Online,0
CUST009387,13976,12,0.254,50,M,Employed,150247,Owned,155,1,0.002,1365,14327,Business,South-West,Online,0
CUST009388,295312,6,0.216,47,M,Self-employed,42582,Rented,324,2,0.25,1322,35321,Emergency,South-East,Online,0
CUST009389,124564,6,0.186,39,Other,Employed,7366,Family,8,0,0.524,176,3997,Emergency,North-Central,Agent,1
CUST009390,95801,24,0.28,22,F,Employed,72138,Owned,210,1,0.015,1188,5359,Consumer,North-Central,Online,0
CUST009391,31458,6,0.327,36,F,Self-employed,355006,Owned,24,0,0.005,1316,17456,Emergency,North-West,Branch,0
CUST009392,223493,12,0.184,26,M,Employed,27957,Family,177,0,0.123,882,32143,Business,North-Central,Agent,0
CUST009393,27956,6,0.213,41,F,Employed,345322,Rented,423,0,0.003,925,1527,Business,South-South,Online,0
CUST009394,34978,6,0.258,56,M,Employed,57135,Rented,595,1,0.026,1544,354,Business,North-East,Agent,0
CUST009395,44532,6,0.293,29,M,Self-employed,188729,Rented,449,2,0.012,337,17737,Medical,North-Central,Branch,0
CUST009396,84304,12,0.209,63,M,Employed,215973,Rented,219,0,0.007,483,3490,Business,South-South,Agent,0
CUST009397,77986,12,0.19,65,F,Employed,33276,Owned,54,2,0.037,1136,2427,Emergency,South-West,Agent,1
CUST009398,20534,6,0.268,62,F,Employed,54034,Rented,474,1,0.017,1246,5547,Medical,North-West,Online,0
CUST009399,19156,12,0.319,44,F,Self-employed,118718,Rented,274,1,0.004,106,6663,Consumer,South-East,Online,0
CUST009400,78267,12,0.186,67,F,Employed,60329,Rented,3,0,0.02,1547,8630,Medical,North-West,Online,0
CUST009401,85672,24,0.239,59,M,Self-employed,14951,Family,228,0,0.057,444,3179,Emergency,South-West,Agent,0
CUST009402,22651,3,0.293,70,F,Employed,69256,Owned,78,0,0.032,1519,2563,Business,North-West,Online,0
CUST009403,5406,6,0.202,38,F,Employed,108220,Owned,169,1,0.002,990,20773,Business,South-South,Agent,0
CUST009404,28317,12,0.22,55,F,Employed,39228,Owned,214,4,0.013,749,4093,Medical,South-West,Branch,0
CUST009405,76744,3,0.271,52,M,Self-employed,14833,Family,513,1,0.467,958,38801,Emergency,South-West,Agent,0
CUST009406,316950,3,0.342,49,F,Self-employed,434031,Owned,155,1,0.083,1524,5943,Business,South-South,Online,0
CUST009407,8625,12,0.229,53,F,Self-employed,109533,Rented,183,0,0.002,160,51239,Emergency,North-West,Agent,0
CUST009408,21766,6,0.263,50,M,Self-employed,214494,Owned,97,0,0.004,291,2167,Business,North-Central,Branch,0
CUST009409,22758,6,0.248,60,M,Employed,74747,Owned,121,4,0.013,1627,1414,Business,South-West,Online,0
CUST009410,184788,6,0.333,34,M,Unemployed,64298,Owned,477,0,0.16,592,5509,Emergency,South-South,Agent,0
CUST009411,34824,12,0.192,22,F,Employed,231995,Owned,77,0,0.002,436,9315,Emergency,South-East,Agent,0
CUST009412,12224,6,0.276,61,M,Employed,53210,Rented,77,0,0.011,1444,12985,Business,South-East,Online,0
CUST009413,70999,12,0.324,37,M,Employed,45047,Owned,174,1,0.043,1152,28536,Emergency,South-East,Agent,0
CUST009414,22346,12,0.348,40,Other,Unemployed,186769,Rented,144,3,0.003,1260,10799,Emergency,North-Central,Online,0
CUST009415,8356,12,0.299,56,F,Employed,263420,Rented,130,0,0.001,1683,20380,Emergency,South-South,Online,0
CUST009416,12439,6,0.245,21,F,Self-employed,35052,Owned,714,0,0.014,825,20048,Business,South-East,Branch,0
CUST009417,290933,6,0.25,43,F,Employed,152051,Owned,377,0,0.08,444,37635,Emergency,North-West,Online,0
CUST009418,57586,12,0.24,47,F,Self-employed,14231,Owned,417,0,0.081,1023,38540,Business,South-South,Agent,0
CUST009419,41328,6,0.283,65,F,Employed,52454,Owned,404,0,0.037,1311,13965,Medical,South-South,Branch,0
CUST009420,26906,24,0.306,64,F,Self-employed,106436,Rented,254,1,0.003,596,91901,Business,North-West,Agent,0
CUST009421,51563,6,0.319,63,F,Employed,31506,Rented,118,0,0.087,422,465,Emergency,South-East,Online,0
CUST009422,50832,12,0.251,46,M,Employed,113315,Family,210,0,0.009,43,5312,Emergency,North-Central,Online,0
CUST009423,51565,6,0.302,51,M,Employed,95829,Family,101,0,0.027,395,8339,Business,South-West,Online,0
CUST009424,41681,12,0.336,27,F,Employed,111697,Rented,33,0,0.01,586,6530,Consumer,South-East,Online,0
CUST009425,103007,6,0.337,37,F,Employed,169469,Owned,257,0,0.034,802,285122,Business,South-West,Agent,0
CUST009426,37336,6,0.3,41,F,Employed,52227,Rented,343,2,0.036,1205,5569,Business,South-West,Online,0
CUST009427,11231,12,0.288,51,F,Employed,21604,Rented,248,0,0.012,1576,3565,Business,South-South,Branch,0
CUST009428,17415,12,0.27,54,M,Employed,32640,Rented,283,3,0.012,647,1572,Education,North-East,Branch,0
CUST009429,3378,12,0.211,30,M,Unemployed,39058,Owned,127,0,0.002,833,534,Education,South-South,Online,0
CUST009430,413403,12,0.201,40,F,Self-employed,625782,Rented,319,1,0.011,193,883,Business,North-East,Online,0
CUST009431,102263,12,0.263,27,F,Employed,12766,Owned,352,3,0.176,1145,1487,Emergency,South-West,Branch,0
CUST009432,13412,6,0.207,39,F,Employed,23368,Rented,109,0,0.02,676,29254,Business,South-East,Branch,0
CUST009433,25894,3,0.278,62,M,Self-employed,23591,Family,198,0,0.102,1209,1469,Education,South-South,Agent,0
CUST009434,16911,12,0.29,31,M,Employed,338427,Owned,333,0,0.001,230,11273,Business,South-South,Agent,0
CUST009435,231204,3,0.269,42,M,Employed,79271,Family,557,1,0.262,67,13629,Emergency,South-South,Agent,0
CUST009436,6608,12,0.186,35,M,Self-employed,17895,Owned,137,2,0.006,1609,61436,Emergency,South-East,Online,0
CUST009437,41663,3,0.19,37,M,Employed,65837,Rented,239,2,0.04,305,7658,Medical,South-West,Agent,0
CUST009438,31881,6,0.199,45,F,Self-employed,42166,Rented,370,0,0.025,1660,5585,Business,South-South,Agent,0
CUST009439,97949,3,0.206,25,F,Employed,38733,Owned,352,0,0.174,489,22100,Business,North-West,Online,0
CUST009440,32054,12,0.348,22,F,Employed,117321,Rented,62,0,0.008,51,3678,Business,North-Central,Online,0
CUST009441,4403,12,0.239,38,F,Employed,36985,Rented,163,1,0.002,1163,7663,Business,South-West,Agent,0
CUST009442,26867,3,0.23,37,F,Employed,116503,Family,245,2,0.018,917,17734,Emergency,North-Central,Online,0
CUST009443,11309,6,0.189,61,F,Self-employed,122564,Owned,78,0,0.003,398,2978,Business,South-West,Online,0
CUST009444,39954,24,0.288,33,F,Employed,22255,Rented,422,0,0.022,1579,10732,Emergency,North-Central,Online,0
CUST009445,203010,6,0.291,37,F,Employed,34082,Family,561,0,0.289,1756,651,Consumer,South-South,Agent,0
CUST009446,4503,12,0.21,68,F,Self-employed,56770,Rented,285,0,0.001,1434,2030,Medical,North-East,Agent,0
CUST009447,13901,24,0.336,42,F,Self-employed,671284,Rented,85,1,0,1160,3556,Emergency,North-West,Online,0
CUST009448,18709,24,0.316,24,F,Employed,56742,Owned,114,2,0.004,612,13015,Medical,South-West,Branch,0
CUST009449,22972,12,0.219,42,F,Employed,84244,Rented,638,0,0.005,1470,31910,Emergency,South-South,Branch,0
CUST009450,88269,6,0.263,53,M,Employed,47444,Rented,275,1,0.082,574,33594,Emergency,North-West,Online,0
CUST009451,29488,24,0.258,68,F,Employed,30009,Owned,429,1,0.011,401,6000,Emergency,South-East,Agent,0
CUST009452,59812,12,0.239,27,M,Self-employed,27209,Rented,185,2,0.044,713,7121,Education,South-West,Agent,0
CUST009453,17138,12,0.319,57,F,Self-employed,79515,Rented,487,0,0.006,1374,6083,Business,South-East,Agent,0
CUST009454,47853,3,0.199,33,F,Employed,111843,Rented,380,1,0.028,702,13971,Business,North-Central,Online,0
CUST009455,92351,24,0.251,21,F,Employed,6377,Owned,242,0,0.151,763,45117,Emergency,North-Central,Agent,0
CUST009456,15081,12,0.253,27,F,Self-employed,87341,Owned,225,2,0.004,632,20784,Emergency,South-East,Online,0
CUST009457,92746,12,0.26,68,F,Employed,100445,Rented,286,0,0.02,1099,4861,Business,North-Central,Online,0
CUST009458,38671,3,0.326,65,Other,Employed,289499,Rented,38,1,0.015,1710,1879,Business,South-South,Online,0
CUST009459,127331,6,0.217,48,F,Employed,184172,Owned,78,2,0.025,619,3830,Emergency,South-South,Online,0
CUST009460,28518,24,0.197,29,F,Self-employed,34721,Rented,26,2,0.007,1701,14385,Business,South-East,Agent,0
CUST009461,57382,12,0.285,37,M,Self-employed,19809,Owned,351,3,0.069,1386,15142,Education,South-West,Agent,0
CUST009462,34588,6,0.21,49,M,Employed,31340,Family,291,0,0.039,1101,838,Business,South-West,Online,0
CUST009463,32355,12,0.193,19,F,Self-employed,96219,Family,219,1,0.005,75,13541,Emergency,North-Central,Online,0
CUST009464,49548,3,0.253,28,F,Employed,41257,Rented,787,0,0.101,1280,798,Medical,South-West,Agent,0
CUST009465,69159,6,0.217,37,M,Self-employed,104936,Owned,343,1,0.024,144,3919,Business,South-South,Agent,0
CUST009466,8107,6,0.241,40,M,Self-employed,445055,Family,257,0,0.001,960,17742,Business,North-West,Online,0
CUST009467,202878,6,0.224,30,M,Self-employed,173974,Family,360,0,0.044,1599,2059,Medical,North-West,Agent,0
CUST009468,3898,6,0.196,52,F,Self-employed,90568,Family,314,0,0.001,896,13309,Education,North-East,Online,0
CUST009469,15966,6,0.275,34,F,Employed,58732,Owned,328,2,0.012,1794,5495,Medical,North-West,Branch,0
CUST009470,32431,3,0.185,27,M,Employed,52456,Rented,158,1,0.038,1108,2579,Emergency,North-East,Online,0
CUST009471,59565,12,0.344,57,F,Employed,146724,Family,45,0,0.012,456,13390,Business,South-West,Online,0
CUST009472,240724,24,0.238,55,F,Employed,60712,Rented,371,0,0.039,1084,13619,Emergency,South-West,Online,0
CUST009473,3905,12,0.298,31,M,Employed,107941,Rented,239,1,0.001,972,44532,Business,South-South,Online,0
CUST009474,19747,6,0.318,36,M,Self-employed,27149,Rented,263,0,0.039,311,4223,Emergency,South-West,Branch,0
CUST009475,2829,3,0.227,49,F,Employed,62137,Rented,221,1,0.003,1557,31575,Emergency,South-South,Branch,0
CUST009476,37720,12,0.307,50,F,Self-employed,63549,Family,407,0,0.015,1642,14770,Emergency,South-West,Agent,0
CUST009477,50313,24,0.322,60,Other,Employed,100665,Rented,194,0,0.007,1535,42131,Emergency,South-South,Online,0
CUST009478,244985,6,0.221,42,M,Self-employed,14248,Family,34,3,0.633,182,5605,Medical,South-South,Agent,1
CUST009479,41972,6,0.349,42,M,Employed,109810,Rented,333,0,0.022,866,886,Business,South-South,Branch,0
CUST009480,127112,12,0.184,31,M,Self-employed,65803,Owned,374,2,0.03,739,18130,Business,North-Central,Online,0
CUST009481,73174,12,0.217,62,F,Unemployed,10362,Owned,317,0,0.128,1530,1299,Medical,North-West,Agent,0
CUST009482,21540,6,0.313,61,F,Self-employed,209117,Rented,629,0,0.005,1302,56721,Emergency,South-West,Online,0
CUST009483,6695,12,0.213,55,M,Employed,17967,Family,502,0,0.007,1018,275,Emergency,South-West,Branch,0
CUST009484,50513,12,0.299,53,F,Self-employed,42573,Family,393,0,0.03,261,3921,Emergency,North-West,Branch,0
CUST009485,6060,24,0.325,41,F,Self-employed,6655,Family,451,1,0.012,556,17025,Emergency,North-West,Agent,0
CUST009486,171827,3,0.343,58,M,Self-employed,129677,Rented,211,0,0.151,635,6017,Emergency,South-South,Branch,0
CUST009487,29897,24,0.261,56,F,Self-employed,71968,Owned,213,2,0.005,978,4106,Education,North-Central,Agent,0
CUST009488,152392,6,0.345,56,M,Employed,290327,Rented,482,0,0.03,1484,6446,Emergency,South-West,Branch,0
CUST009489,20409,12,0.25,30,M,Employed,45421,Family,150,0,0.009,298,2909,Emergency,North-Central,Online,0
CUST009490,50142,12,0.217,19,M,Employed,105802,Owned,597,0,0.009,921,7014,Emergency,South-East,Online,0
CUST009491,46686,6,0.267,51,F,Self-employed,135734,Rented,345,0,0.015,1706,102641,Education,South-West,Online,0
CUST009492,34404,12,0.29,32,M,Employed,77131,Rented,377,3,0.011,416,11716,Emergency,North-Central,Agent,0
CUST009493,21607,6,0.258,65,F,Employed,38087,Owned,751,1,0.024,426,5983,Business,North-East,Online,0
CUST009494,58159,3,0.276,19,F,Employed,21852,Family,291,2,0.245,489,24031,Business,South-West,Agent,0
CUST009495,11951,6,0.251,69,F,Employed,23239,Family,226,0,0.022,367,10783,Emergency,North-Central,Online,0
CUST009496,8507,12,0.269,42,F,Self-employed,126550,Rented,211,0,0.002,499,2618,Medical,South-South,Agent,0
CUST009497,161359,6,0.342,22,M,Employed,27300,Family,443,0,0.337,1149,17817,Education,South-West,Online,0
CUST009498,86907,24,0.265,51,F,Unemployed,28764,Owned,420,0,0.033,1686,25943,Medical,South-South,Online,0
CUST009499,39303,6,0.223,69,F,Employed,24208,Family,114,0,0.06,649,1863,Medical,South-South,Branch,0
CUST009500,267846,6,0.309,56,M,Employed,54471,Owned,461,1,0.253,1141,131938,Business,South-South,Online,0
CUST009501,26335,3,0.237,22,F,Employed,86356,Rented,137,1,0.024,1734,14867,Business,North-East,Agent,0
CUST009502,177591,12,0.319,60,M,Employed,110881,Rented,147,2,0.043,1154,2284,Emergency,South-East,Branch,0
CUST009503,44832,6,0.19,25,M,Self-employed,23319,Rented,139,0,0.061,493,66308,Business,South-West,Online,0
CUST009504,10617,6,0.236,66,M,Self-employed,61737,Rented,240,1,0.007,361,9697,Emergency,South-South,Branch,0
CUST009505,333583,6,0.196,31,F,Self-employed,4311,Rented,428,1,0.8,784,13191,Emergency,South-East,Branch,0
CUST009506,119235,3,0.195,46,M,Employed,75088,Owned,336,0,0.103,1318,3633,Business,North-West,Agent,0
CUST009507,31406,12,0.292,47,M,Self-employed,33494,Family,427,2,0.023,1497,11277,Education,North-Central,Agent,0
CUST009508,86908,12,0.246,54,F,Employed,6041,Rented,78,0,0.295,840,16789,Business,South-East,Online,0
CUST009509,22371,6,0.328,21,F,Employed,17182,Rented,257,1,0.071,1786,6860,Business,South-East,Online,0
CUST009510,98221,3,0.268,52,M,Unemployed,54906,Rented,447,0,0.16,40,2164,Business,North-West,Online,0
CUST009511,2060,12,0.23,24,F,Self-employed,30061,Rented,445,1,0.001,1712,3078,Emergency,South-South,Agent,0
CUST009512,10681,3,0.303,43,M,Employed,62822,Rented,526,0,0.017,494,7221,Emergency,North-Central,Online,0
CUST009513,117607,24,0.286,49,F,Employed,69525,Owned,183,1,0.02,998,7604,Business,South-West,Agent,0
CUST009514,26914,6,0.316,60,M,Employed,81310,Family,557,0,0.017,675,64147,Business,South-West,Online,0
CUST009515,46585,6,0.289,50,M,Employed,55074,Family,576,1,0.041,788,3588,Emergency,South-West,Online,0
CUST009516,7214,12,0.208,41,F,Unemployed,16481,Owned,225,2,0.008,1573,53164,Business,North-East,Agent,1
CUST009517,333514,12,0.294,67,M,Employed,128354,Rented,28,0,0.064,98,8389,Business,South-South,Branch,0
CUST009518,151544,6,0.247,18,M,Self-employed,64114,Rented,66,1,0.097,175,11136,Emergency,North-West,Branch,0
CUST009519,28543,6,0.259,46,F,Unemployed,12464,Owned,21,0,0.099,691,3059,Emergency,South-West,Branch,0
CUST009520,22345,6,0.337,65,F,Self-employed,25636,Rented,459,0,0.049,186,50581,Business,South-South,Online,0
CUST009521,124932,24,0.241,62,M,Unemployed,160842,Rented,375,0,0.008,609,102912,Emergency,South-South,Agent,0
CUST009522,391979,12,0.284,55,M,Employed,12956,Owned,24,3,0.716,1373,17406,Emergency,North-West,Agent,1
CUST009523,114063,6,0.242,55,F,Employed,201691,Owned,545,0,0.023,306,7239,Business,North-Central,Branch,0
CUST009524,491965,3,0.196,38,F,Employed,632064,Rented,145,0,0.051,825,8554,Emergency,North-West,Agent,0
CUST009525,12006,6,0.257,40,F,Self-employed,30895,Rented,573,0,0.017,102,1181,Emergency,North-Central,Branch,0
CUST009526,13585,6,0.282,63,F,Self-employed,25093,Family,303,0,0.025,1779,1523,Business,South-South,Online,0
CUST009527,8719,6,0.249,22,F,Self-employed,130850,Family,433,0,0.003,1175,72809,Business,South-West,Branch,0
CUST009528,61704,12,0.246,47,M,Employed,38170,Owned,248,1,0.033,896,2003,Business,South-West,Branch,0
CUST009529,44834,3,0.319,57,F,Self-employed,33963,Family,233,0,0.14,1263,5816,Consumer,North-Central,Agent,0
CUST009530,30262,6,0.185,35,M,Self-employed,110188,Rented,225,3,0.008,418,90123,Emergency,North-East,Agent,0
CUST009531,95904,12,0.23,23,M,Self-employed,30000,Rented,449,0,0.061,242,8088,Business,South-West,Branch,0
CUST009532,159339,6,0.318,22,M,Self-employed,43252,Owned,202,0,0.195,570,6551,Emergency,South-West,Online,0
CUST009533,5820,3,0.336,59,M,Employed,39575,Family,143,0,0.016,1506,4860,Education,North-West,Online,0
CUST009534,17740,3,0.25,35,M,Employed,58048,Family,291,0,0.025,219,7875,Emergency,North-West,Agent,0
CUST009535,97165,3,0.331,30,F,Self-employed,11550,Owned,57,1,0.8,1091,21777,Medical,South-West,Agent,1
CUST009536,20717,12,0.214,37,F,Unemployed,37382,Rented,560,0,0.01,33,12916,Medical,North-West,Online,0
CUST009537,13934,12,0.218,55,F,Employed,22106,Rented,283,0,0.011,243,10300,Emergency,South-East,Online,0
CUST009538,123283,3,0.324,38,F,Employed,20011,Owned,9,0,0.665,1533,3479,Emergency,North-East,Online,0
CUST009539,7727,6,0.334,21,M,Self-employed,311880,Owned,56,1,0.001,726,12901,Business,North-Central,Online,0
CUST009540,25288,6,0.218,30,F,Employed,672927,Owned,236,1,0.001,387,3781,Emergency,North-East,Agent,0
CUST009541,53872,12,0.19,35,M,Employed,20059,Family,552,3,0.043,1686,52351,Emergency,South-South,Online,0
CUST009542,18240,12,0.195,30,M,Employed,97238,Rented,189,0,0.003,1641,61349,Business,North-West,Online,0
CUST009543,92947,6,0.224,30,F,Employed,32232,Family,742,0,0.108,1720,11324,Business,South-South,Branch,0
CUST009544,18349,6,0.309,56,M,Employed,119364,Family,375,2,0.008,645,29613,Consumer,North-West,Online,0
CUST009545,196878,3,0.267,54,F,Employed,7581,Owned,232,4,0.8,1508,5529,Education,North-West,Online,0
CUST009546,31229,12,0.257,52,F,Self-employed,29241,Rented,535,0,0.023,649,7896,Business,South-West,Branch,0
CUST009547,81269,12,0.279,55,M,Unemployed,51519,Owned,529,0,0.037,70,5416,Emergency,South-West,Agent,0
CUST009548,88896,24,0.331,57,F,Employed,7026,Owned,154,4,0.174,1779,14746,Emergency,South-West,Branch,1
CUST009549,17102,3,0.195,44,F,Employed,81705,Owned,205,4,0.014,1310,19937,Education,South-West,Agent,0
CUST009550,3089,12,0.298,43,F,Employed,10641,Family,465,2,0.007,1483,4719,Business,North-West,Branch,0
CUST009551,55988,12,0.338,29,M,Employed,140754,Rented,108,1,0.011,1535,23628,Business,South-West,Online,0
CUST009552,39606,24,0.216,19,F,Employed,25803,Family,368,2,0.014,688,3601,Emergency,South-South,Online,0
CUST009553,70755,6,0.322,60,M,Self-employed,32595,Owned,82,2,0.116,915,3725,Business,North-Central,Online,0
CUST009554,27671,12,0.299,37,F,Employed,57535,Owned,139,0,0.012,296,7779,Medical,South-East,Online,1
CUST009555,21665,3,0.182,52,M,Self-employed,42587,Rented,7,1,0.031,1607,59142,Medical,South-East,Branch,0
CUST009556,404403,12,0.219,27,F,Employed,81359,Family,191,3,0.091,1060,6515,Emergency,South-West,Agent,0
CUST009557,6205,6,0.283,25,M,Employed,442739,Rented,550,0,0.001,1785,17414,Emergency,South-West,Online,0
CUST009558,87617,12,0.265,57,F,Unemployed,210488,Owned,421,0,0.009,386,49283,Emergency,South-West,Agent,0
CUST009559,18223,12,0.27,63,F,Employed,12069,Rented,116,2,0.034,837,28136,Business,North-Central,Branch,0
CUST009560,24271,6,0.219,53,M,Self-employed,24709,Family,348,3,0.036,1733,7880,Business,South-South,Agent,0
CUST009561,24821,12,0.295,48,M,Employed,43405,Owned,429,1,0.014,1357,6809,Business,South-East,Agent,0
CUST009562,13847,3,0.225,32,M,Employed,12806,Owned,327,1,0.081,588,3524,Emergency,South-South,Online,0
CUST009563,72075,6,0.246,59,M,Employed,70251,Owned,202,0,0.042,664,10337,Consumer,North-West,Agent,0
CUST009564,192677,6,0.243,35,F,Employed,287159,Family,518,0,0.027,1139,652,Education,South-East,Agent,0
CUST009565,63832,3,0.294,32,F,Self-employed,40928,Family,75,1,0.153,1496,45340,Consumer,North-West,Online,0
CUST009566,41112,12,0.195,36,M,Self-employed,78991,Rented,531,2,0.008,1685,12786,Emergency,South-South,Agent,0
CUST009567,11117,3,0.215,41,F,Unemployed,20769,Rented,321,2,0.038,160,769,Business,North-West,Branch,0
